User Name,Star,Review Title,Review Text,Review Posted Time
dcigliano,7,Pretty good,"I liked it as an MCU movie, and I am super excited to see what comes next. Bit my only problem js some of the jokes don't land and it feels a bit long at some parts. But the emotional beats are beautiful. Good movie, if you like action go watch it.",23-Sep-21
whoc-24629,7,"Great cinematography and effects, but weak syory",The story of Shang Chi isn't intriguing much. But the story of Xialing is! Honestly Shang Chi is least interestimg character in his own film. But the film is extremely pleasing to eyes.,21-Sep-21
Alise_shenle,6,"Maybe Asian Americans will love it, but not Asians",null,8-Sep-21
loganwmedia,5,Shang-Chi and the Legend of the Ten Rings,"Story beats we've seen a thousand times before, and sort of a bare-bones narrative structure. From a visual effects point-of view, however, it is a masterpiece, and the fight choreography is nearly on par with ""The Raid."" Also, why does every comic book superhero have daddy issues?",4-Sep-21
noorrezamoh,7,"Decent, Overhyped, Too Disney","Shang-Chi was hyped so much and I thought it'd be a great movie, something new for the MCU, but it's more or less the same sort of plot, same sort of characters, same sort of disappointing villains. Marvel are getting into this 'thing' where they make you think the villain is one thing but it ends up being something else and I'm not really a fan of that. CGI was laughable in some parts but not all that bad. Refreshing movie though, some of the best fight scenes we've seen so far in the MCU. They went with the whole family thing, we've seen it a thousands times, but they did a good job at it, was pretty emotional at parts.

People who are rating it low for being 'boring' have been spoiled by Infinity War and Endgame thinking there needs to be hundreds of cameos and all the Avengers in every Marvel movie. Grow up, this is a solo movie. Simple as. Same type of people who rated Black Widow low because of that. It's not as bad as some people are saying, it's a good introduction movie for Shang-Chi's character and the post-credits also leave room for the next MCU projects to come. Could develop into something great if they do it right.",3-Sep-21
hcoldwell,7,Better Than Most Marvel Media !,It was fun and enjoyable which is rule number 1 for a good film. Has its flaws but I don't care I had a good time with it and brought in many possibilities to this large Universe of madness.,3-Sep-21
T-Hadley,2,Don't Care,I don't care about this because I want something nicer & cooler.,9-Sep-21
beanjaminmote,3,this movie sucks,"This movie was very disappointing. It was very poorly made and did not seem to be thought out at all. Which is why I was bewildered to find that this movie was so widely liked by the mcu fanbase, and was saddened to find even some of my friends liked the movie. I've seen this film be praised for its good characters, humor, fight scenes and storytelling. But I strongly disagree with almost all praise for this movie. I will admit there are some things to praise this movie for but whatever they are they are few and far between.

This movie had some decent choreography for the fights, about a third of the fights were pleasing to the eye. However I only enjoyed 2 fights and that is only because the lead actor Simu Liu was the main focus of the fights. With Simu Liu background in martial arts he was able to do the fight choreography without the movie resorting to the overly zoomy and shaky camera with 5 cuts per movement that plagues most of the other mc movies. But sadly the rest of the fights are the typical marvel cutty fights or a gross mush of group fights with no discernible stakes.

The main character actually had some good moments where I felt like he was a good person and he actually did not cause casualties in the double digits unlike most of the other recent ""heroes"". But he has no personality and all of his decisions make little sense. The bad guy has many of the same problems where they establish his character but then they make him do things against that character. Sadly there were no other characters that could carry them due to the fact that most of the characters in the movie were either soulless things with useless unfunny jokes or characters with exposition to shove down our throats, and only made decisions to move the plot onwards. This saddened me greatly because I rather like a lot of the actors in this movie.

There were 2-3 jokes in the whole movie that I found even remotely funny. Besides those all the jokes were bad and lazy, usually ruining the mood of the scene or just carrying on for far too long. But due to the large amount of jokes and the little amount of comedic relief all of the ""funny"" characters seemed tasteless, unfunny and annoying.

The story told was not inherently bad, It just had to rely on the hollow dialog to carry it along. And with most of the characters not really being expanded upon they seem to only be vesicles for this bad move to work.in all i did not enjoy watching this movie, i did however enjoy bashing on it with my friends and making fun of my ex-friends for liking it.",27-Sep-21
dcmurtagh,6,Kung Fu Panda 3,null,21-Sep-21
simon_laraman,5,It was good. Nothing special.,null,5-Sep-21
ntanydiaa,6,"Confusing Storyline, Bad Acting by Lead Star",null,26-Sep-21
sophiawm-62981,8,Surprisingly good,I didn't expect it to be good so the outcome was estonishing I really liked it was funny had great fighting the charecters were good the bad guy was good overall the movie was great.,23-Sep-21
ymichael-39044,9,"nice movie, just like ant man humour","This movie have little comedy like ant man, this movie have to been in you guys watchlist.",23-Sep-21
